session_id,user_id,restaurant_id,timestamp,city,device,meal_time,is_weekend,day_of_week
S000049,U00372,R0435,2025-12-25 20:25:31,Chennai,mobile,dinner,False,Thursday
S000050,U00503,R0296,2026-01-25 21:18:31,Hyderabad,web,dinner,True,Sunday
S000051,U03908,R0322,2025-12-19 21:03:31,Chennai,web,dinner,False,Friday
S000052,U02841,R0371,2025-12-28 14:21:31,Kolkata,web,lunch,True,Sunday
S000053,U04687,R0314,2025-12-15 12:01:31,Chennai,mobile,lunch,False,Monday
S000054,U04911,R0160,2026-02-02 14:38:31,Pune,mobile,lunch,False,Monday
S000055,U02486,R0569,2026-01-15 18:37:31,Kolkata,mobile,dinner,False,Thursday
S000056,U04796,R0143,2026-02-01 15:57:31,Chennai,mobile,snack,True,Sunday
S000057,U03845,R0083,2025-12-01 18:17:31,Delhi,mobile,dinner,False,Monday
S000058,U00958,R0695,2026-02-08 08:25:31,Kolkata,mobile,breakfast,True,Sunday
S000059,U04293,R0123,2026-01-15 10:42:31,Bangalore,web,breakfast,False,Thursday
S000060,U00944,R0729,2026-01-18 23:34:31,Kolkata,mobile,late_night,True,Sunday
S000061,U04642,R0766,2026-02-04 07:36:31,Bangalore,mobile,breakfast,False,Wednesday
S000062,U04835,R0349,2026-01-18 06:06:31,Bangalore,mobile,breakfast,True,Sunday
S000063,U03619,R0600,2026-01-24 08:17:31,Mumbai,mobile,breakfast,True,Saturday
S000064,U01766,R0307,2025-12-12 14:19:31,Kolkata,web,lunch,False,Friday
S000065,U02675,R0577,2026-02-18 09:37:31,Mumbai,mobile,breakfast,False,Wednesday
S000066,U04149,R0686,2026-01-24 13:54:31,Mumbai,mobile,lunch,True,Saturday
S000067,U02870,R0122,2026-01-20 12:26:31,Chennai,mobile,lunch,False,Tuesday
S000068,U01890,R0235,2026-01-10 10:09:31,Mumbai,mobile,breakfast,True,Saturday
S000069,U00481,R0636,2026-02-14 14:55:31,Pune,mobile,lunch,True,Saturday
S000070,U02966,R0138,2026-02-07 14:49:31,Mumbai,mobile,lunch,True,Saturday
S000071,U04088,R0753,2025-12-21 19:48:31,Chennai,mobile,dinner,True,Sunday
S000072,U02377,R0382,2026-01-31 12:15:31,Hyderabad,web,lunch,True,Saturday
S000073,U00643,R0685,2026-02-17 05:05:31,Mumbai,mobile,late_night,False,Tuesday
S000074,U04063,R0377,2025-11-28 13:26:31,Hyderabad,web,lunch,False,Friday
S000075,U03867,R0345,2026-02-14 10:49:31,Pune,mobile,breakfast,True,Saturday
S000076,U03140,R0342,2026-01-04 11:00:31,Mumbai,mobile,lunch,True,Sunday
S000077,U02295,R0182,2025-12-08 04:40:31,Delhi,mobile,late_night,False,Monday
S000078,U03251,R0394,2026-01-15 14:40:31,Hyderabad,mobile,lunch,False,Thursday
S000079,U01910,R0523,2025-12-22 07:54:31,Delhi,mobile,breakfast,False,Monday
S000080,U03773,R0362,2026-02-13 18:16:31,Delhi,mobile,dinner,False,Friday
S000081,U04330,R0221,2025-12-28 04:46:31,Kolkata,mobile,late_night,True,Sunday
S000082,U02677,R0152,2026-02-23 09:46:31,Pune,mobile,breakfast,False,Monday
S000083,U02928,R0231,2026-01-10 12:28:31,Hyderabad,mobile,lunch,True,Saturday
S000084,U03985,R0559,2026-02-20 07:10:31,Hyderabad,mobile,breakfast,False,Friday
S000085,U04930,R0125,2025-12-21 08:34:31,Bangalore,mobile,breakfast,True,Sunday
S000086,U03613,R0592,2026-02-11 19:23:31,Kolkata,web,dinner,False,Wednesday
S000087,U03413,R0540,2026-01-10 09:30:31,Chennai,mobile,breakfast,True,Saturday
S000088,U03224,R0458,2026-01-14 14:44:31,Chennai,mobile,lunch,False,Wednesday
S000089,U00204,R0255,2026-01-03 23:49:31,Pune,mobile,late_night,True,Saturday
S000090,U02266,R0028,2025-12-10 20:23:31,Chennai,mobile,dinner,False,Wednesday
S000091,U03068,R0556,2026-02-08 12:11:31,Kolkata,mobile,lunch,True,Sunday
S000092,U03689,R0042,2025-12-07 11:30:31,Pune,web,lunch,True,Sunday
S000093,U00096,R0146,2026-01-24 03:21:31,Delhi,mobile,late_night,True,Saturday
S000094,U01595,R0204,2025-12-15 21:28:31,Mumbai,mobile,dinner,False,Monday
S000095,U02525,R0696,2025-12-12 12:59:31,Bangalore,mobile,lunch,False,Friday
S000096,U02449,R0491,2026-01-03 21:46:31,Mumbai,mobile,dinner,True,Saturday
S000097,U04144,R0014,2026-02-08 04:42:31,Chennai,mobile,late_night,True,Sunday
S000098,U02637,R0326,2026-01-23 20:44:31,Mumbai,mobile,dinner,False,Friday
S000099,U01505,R0227,2026-02-20 20:51:31,Kolkata,web,dinner,False,Friday
S000100,U02651,R0104,2026-02-15 17:24:31,Pune,web,snack,True,Sunday
S000101,U04510,R0020,2025-12-07 09:48:31,Kolkata,web,breakfast,True,Sunday
S000102,U00152,R0690,2025-12-02 08:01:31,Delhi,mobile,breakfast,False,Tuesday
S000103,U03760,R0639,2026-01-07 20:53:31,Bangalore,web,dinner,False,Wednesday
S000104,U01687,R0030,2025-11-28 23:09:31,Mumbai,web,late_night,False,Friday
S000105,U03068,R0295,2026-01-10 11:15:31,Kolkata,mobile,lunch,True,Saturday
S000106,U02905,R0538,2026-02-17 11:23:31,Mumbai,mobile,lunch,False,Tuesday
S000107,U01672,R0153,2025-11-30 19:23:31,Chennai,mobile,dinner,True,Sunday
S000108,U03658,R0075,2026-01-23 18:15:31,Bangalore,mobile,dinner,False,Friday
S000109,U01998,R0703,2025-12-15 10:56:31,Chennai,mobile,breakfast,False,Monday
S000110,U00189,R0728,2025-12-10 10:20:31,Kolkata,mobile,breakfast,False,Wednesday
S000111,U02570,R0080,2026-02-18 22:57:31,Bangalore,mobile,late_night,False,Wednesday
S000112,U04281,R0505,2026-01-10 08:25:31,Chennai,mobile,breakfast,True,Saturday
S000113,U02841,R0068,2026-01-29 10:23:31,Kolkata,mobile,breakfast,False,Thursday
S000114,U00001,R0201,2026-02-26 17:30:31,Delhi,web,snack,False,Thursday
S000115,U04187,R0559,2026-01-04 15:01:31,Hyderabad,mobile,snack,True,Sunday
S000116,U00094,R0531,2026-01-25 11:57:31,Delhi,mobile,lunch,True,Sunday
S000117,U01993,R0162,2026-01-23 21:17:31,Pune,mobile,dinner,False,Friday
S000118,U04343,R0280,2025-12-01 11:04:31,Pune,mobile,lunch,False,Monday
S000119,U01814,R0557,2026-02-24 17:08:31,Pune,mobile,snack,False,Tuesday
S000120,U01469,R0155,2025-12-16 12:13:31,Bangalore,mobile,lunch,False,Tuesday
S000121,U00114,R0054,2025-12-23 20:30:31,Mumbai,web,dinner,False,Tuesday
S000122,U04480,R0489,2025-12-22 21:21:31,Bangalore,mobile,dinner,False,Monday
S000123,U01834,R0713,2026-01-28 11:39:31,Chennai,web,lunch,False,Wednesday
S000124,U01999,R0536,2025-12-02 14:29:31,Mumbai,mobile,lunch,False,Tuesday
S000125,U03459,R0205,2026-01-23 11:02:31,Pune,mobile,lunch,False,Friday
S000126,U02827,R0134,2026-01-28 16:16:31,Hyderabad,mobile,snack,False,Wednesday
S000127,U04462,R0528,2026-02-17 11:24:31,Hyderabad,mobile,lunch,False,Tuesday
S000128,U03876,R0015,2025-12-07 12:58:31,Bangalore,web,lunch,True,Sunday
S000129,U01377,R0429,2025-12-04 08:23:31,Bangalore,web,breakfast,False,Thursday
S000130,U01792,R0482,2026-02-25 19:03:31,Hyderabad,mobile,dinner,False,Wednesday
S000131,U03633,R0645,2026-02-17 22:43:31,Pune,mobile,late_night,False,Tuesday
S000132,U02486,R0595,2025-12-22 12:29:31,Kolkata,mobile,lunch,False,Monday
S000133,U01861,R0323,2025-12-07 10:00:31,Pune,tablet,breakfast,True,Sunday
S000134,U04589,R0243,2025-12-11 20:44:31,Delhi,mobile,dinner,False,Thursday
S000135,U03457,R0486,2025-12-30 10:33:31,Chennai,mobile,breakfast,False,Tuesday
S000136,U01257,R0584,2025-12-23 12:07:31,Mumbai,mobile,lunch,False,Tuesday
S000137,U02890,R0529,2026-01-28 20:12:31,Bangalore,mobile,dinner,False,Wednesday
S000138,U03169,R0577,2026-01-14 14:58:31,Mumbai,mobile,lunch,False,Wednesday
S000139,U02646,R0637,2026-01-07 21:16:31,Hyderabad,mobile,dinner,False,Wednesday
S000140,U00858,R0076,2026-01-16 02:27:31,Chennai,mobile,late_night,False,Friday
S000141,U03361,R0800,2026-01-25 21:54:31,Bangalore,mobile,dinner,True,Sunday
S000142,U00356,R0787,2026-01-18 19:19:31,Delhi,mobile,dinner,True,Sunday
S000143,U04987,R0047,2025-12-24 06:53:31,Pune,mobile,breakfast,False,Wednesday
S000144,U02637,R0411,2026-01-15 11:55:31,Mumbai,mobile,lunch,False,Thursday
S000145,U00843,R0146,2026-01-31 23:12:31,Delhi,tablet,late_night,True,Saturday
S000146,U01155,R0394,2025-12-23 20:30:31,Hyderabad,mobile,dinner,False,Tuesday
S000147,U03217,R0776,2025-12-26 11:46:31,Pune,web,lunch,False,Friday
S000148,U03151,R0642,2025-12-28 23:52:31,Mumbai,mobile,late_night,True,Sunday
S000149,U01896,R0271,2026-02-20 21:27:31,Chennai,web,dinner,False,Friday
S000150,U03495,R0642,2026-01-20 10:32:31,Mumbai,mobile,breakfast,False,Tuesday
S000151,U00329,R0599,2026-02-26 05:44:31,Pune,mobile,late_night,False,Thursday
S000152,U00060,R0430,2026-02-10 11:16:31,Bangalore,web,lunch,False,Tuesday
S000153,U02758,R0133,2025-12-22 16:32:31,Hyderabad,mobile,snack,False,Monday
S000154,U00707,R0427,2026-01-18 01:20:31,Chennai,web,late_night,True,Sunday
S000155,U03542,R0534,2026-01-30 22:41:31,Chennai,mobile,late_night,False,Friday
S000156,U02733,R0443,2025-12-25 09:10:31,Kolkata,mobile,breakfast,False,Thursday
S000157,U00232,R0567,2026-02-04 12:50:31,Pune,mobile,lunch,False,Wednesday
S000158,U04159,R0255,2026-01-30 18:36:31,Pune,mobile,dinner,False,Friday
S000159,U03740,R0666,2025-12-18 11:27:31,Delhi,mobile,lunch,False,Thursday
S000160,U00813,R0730,2026-01-01 06:52:31,Pune,mobile,breakfast,False,Thursday
S000161,U01621,R0526,2026-01-22 04:57:31,Kolkata,mobile,late_night,False,Thursday
S000162,U02971,R0029,2026-01-17 13:04:31,Chennai,mobile,lunch,True,Saturday
S000163,U03466,R0380,2026-01-25 22:21:31,Kolkata,mobile,late_night,True,Sunday
S000164,U02389,R0383,2026-02-26 13:31:31,Pune,mobile,lunch,False,Thursday
S000165,U04061,R0319,2026-02-01 04:02:31,Chennai,mobile,late_night,True,Sunday
S000166,U01429,R0515,2026-02-11 12:48:31,Delhi,mobile,lunch,False,Wednesday
S000167,U02191,R0663,2026-02-23 17:00:31,Hyderabad,web,snack,False,Monday
S000168,U01638,R0560,2026-01-12 22:01:31,Hyderabad,mobile,late_night,False,Monday
S000169,U02188,R0238,2025-11-28 15:00:31,Chennai,mobile,snack,False,Friday
S000170,U01086,R0290,2026-02-10 07:49:31,Mumbai,mobile,breakfast,False,Tuesday
S000171,U00147,R0273,2025-12-20 23:06:31,Mumbai,web,late_night,True,Saturday
S000172,U00998,R0636,2026-02-01 17:18:31,Pune,mobile,snack,True,Sunday
S000173,U04343,R0348,2026-01-31 11:54:31,Pune,mobile,lunch,True,Saturday
S000174,U02048,R0134,2026-01-20 11:43:31,Hyderabad,web,lunch,False,Tuesday
S000175,U00587,R0776,2026-02-23 09:47:31,Pune,mobile,breakfast,False,Monday
S000176,U04111,R0471,2025-12-22 11:50:31,Pune,web,lunch,False,Monday
S000177,U01903,R0064,2025-12-25 07:30:31,Bangalore,mobile,breakfast,False,Thursday
S000178,U00207,R0550,2025-12-12 12:30:31,Chennai,web,lunch,False,Friday
S000179,U03337,R0578,2026-01-06 00:36:31,Hyderabad,web,late_night,False,Tuesday
S000180,U02233,R0386,2025-11-30 08:35:31,Kolkata,mobile,breakfast,True,Sunday
S000181,U00414,R0606,2025-11-30 20:33:31,Bangalore,web,dinner,True,Sunday
S000182,U00203,R0099,2025-12-08 17:27:31,Delhi,mobile,snack,False,Monday
S000183,U04167,R0747,2025-12-03 19:41:31,Pune,mobile,dinner,False,Wednesday
S000184,U02290,R0332,2026-02-05 11:48:31,Hyderabad,mobile,lunch,False,Thursday
S000185,U00176,R0289,2026-02-01 12:23:31,Pune,mobile,lunch,True,Sunday
S000186,U04584,R0063,2026-01-21 06:49:31,Chennai,web,breakfast,False,Wednesday
S000187,U03737,R0358,2025-12-01 18:52:31,Pune,web,dinner,False,Monday
S000188,U01944,R0230,2026-01-06 19:51:31,Pune,mobile,dinner,False,Tuesday
S000189,U01138,R0406,2026-01-11 23:40:31,Chennai,mobile,late_night,True,Sunday
S000190,U00350,R0664,2025-12-31 10:45:31,Delhi,mobile,breakfast,False,Wednesday
S000191,U04915,R0583,2026-01-20 00:43:31,Delhi,mobile,late_night,False,Tuesday
S000192,U00134,R0215,2026-01-13 14:04:31,Bangalore,mobile,lunch,False,Tuesday
S000193,U03736,R0707,2025-12-01 08:37:31,Kolkata,tablet,breakfast,False,Monday
S000194,U01520,R0511,2026-01-19 07:12:31,Delhi,mobile,breakfast,False,Monday
S000195,U03151,R0235,2026-02-13 18:28:31,Mumbai,web,dinner,False,Friday
S000196,U00117,R0062,2026-01-17 22:39:31,Kolkata,tablet,late_night,True,Saturday
S000197,U00243,R0474,2025-12-09 15:37:31,Mumbai,mobile,snack,False,Tuesday
S000198,U04663,R0549,2026-02-26 18:43:31,Chennai,mobile,dinner,False,Thursday
S000199,U01553,R0096,2026-01-19 20:37:31,Mumbai,mobile,dinner,False,Monday
S000200,U04594,R0296,2026-02-21 11:21:31,Hyderabad,mobile,lunch,True,Saturday
S000201,U00529,R0649,2026-01-21 18:45:31,Bangalore,web,dinner,False,Wednesday
S000202,U02020,R0138,2026-02-09 10:04:31,Mumbai,mobile,breakfast,False,Monday
S000203,U00866,R0090,2026-02-05 20:51:31,Delhi,mobile,dinner,False,Thursday
S000204,U04872,R0659,2026-02-05 10:31:31,Bangalore,mobile,breakfast,False,Thursday
S000205,U01109,R0160,2026-02-14 21:41:31,Pune,mobile,dinner,True,Saturday
S000206,U00513,R0290,2025-12-21 18:18:31,Mumbai,mobile,dinner,True,Sunday
S000207,U04552,R0530,2026-01-25 15:07:31,Pune,mobile,snack,True,Sunday
S000208,U02659,R0184,2026-01-23 13:59:31,Pune,mobile,lunch,False,Friday
S000209,U03687,R0021,2026-01-10 18:09:31,Chennai,tablet,dinner,True,Saturday
S000210,U04314,R0298,2025-12-06 21:06:31,Mumbai,mobile,dinner,True,Saturday
S000211,U03673,R0266,2025-12-31 09:15:31,Hyderabad,mobile,breakfast,False,Wednesday
S000212,U03088,R0566,2026-01-23 11:46:31,Delhi,mobile,lunch,False,Friday
S000213,U02793,R0623,2026-01-27 07:35:31,Mumbai,mobile,breakfast,False,Tuesday
S000214,U03619,R0234,2025-11-30 19:47:31,Mumbai,web,dinner,True,Sunday
S000215,U01961,R0711,2026-01-15 21:44:31,Chennai,web,dinner,False,Thursday
S000216,U04110,R0010,2026-01-07 07:11:31,Bangalore,mobile,breakfast,False,Wednesday
S000217,U02026,R0518,2026-01-15 09:26:31,Hyderabad,web,breakfast,False,Thursday
S000218,U00234,R0374,2025-12-02 14:24:31,Pune,mobile,lunch,False,Tuesday
S000219,U04766,R0176,2026-02-08 21:02:31,Chennai,web,dinner,True,Sunday
S000220,U01206,R0778,2026-01-03 03:20:31,Chennai,mobile,late_night,True,Saturday
S000221,U02134,R0634,2026-02-18 19:41:31,Chennai,web,dinner,False,Wednesday
S000222,U03162,R0656,2026-02-22 18:25:31,Kolkata,mobile,dinner,True,Sunday
S000223,U04951,R0434,2026-02-08 12:43:31,Mumbai,mobile,lunch,True,Sunday
S000224,U02113,R0800,2026-02-20 21:28:31,Bangalore,tablet,dinner,False,Friday
S000225,U02854,R0756,2025-12-26 04:28:31,Chennai,mobile,late_night,False,Friday
S000226,U03852,R0147,2026-01-20 10:54:31,Delhi,mobile,breakfast,False,Tuesday
S000227,U00789,R0448,2025-12-28 14:12:31,Pune,web,lunch,True,Sunday
S000228,U01450,R0146,2026-01-06 12:14:31,Delhi,mobile,lunch,False,Tuesday
S000229,U04971,R0253,2025-12-03 21:01:31,Chennai,mobile,dinner,False,Wednesday
S000230,U00478,R0502,2025-12-22 01:55:31,Delhi,mobile,late_night,False,Monday
S000231,U00259,R0144,2025-11-28 10:16:31,Bangalore,mobile,breakfast,False,Friday
S000232,U04283,R0260,2026-01-28 22:39:31,Pune,mobile,late_night,False,Wednesday
S000233,U02790,R0791,2025-12-31 14:20:31,Hyderabad,web,lunch,False,Wednesday
S000234,U03889,R0348,2026-02-13 19:09:31,Pune,mobile,dinner,False,Friday
S000235,U01154,R0523,2026-01-28 16:03:31,Delhi,mobile,snack,False,Wednesday
S000236,U00741,R0767,2026-01-06 11:52:31,Hyderabad,mobile,lunch,False,Tuesday
S000237,U00403,R0154,2026-02-02 07:48:31,Bangalore,mobile,breakfast,False,Monday
S000238,U03121,R0752,2025-12-24 07:00:31,Kolkata,mobile,breakfast,False,Wednesday
S000239,U01893,R0668,2025-12-23 19:55:31,Bangalore,mobile,dinner,False,Tuesday
S000240,U02540,R0393,2026-02-05 20:52:31,Chennai,mobile,dinner,False,Thursday
S000241,U03284,R0275,2026-01-28 12:14:31,Bangalore,web,lunch,False,Wednesday
S000242,U04405,R0256,2026-01-13 06:55:31,Kolkata,mobile,breakfast,False,Tuesday
S000243,U02999,R0520,2025-12-07 16:43:31,Chennai,mobile,snack,True,Sunday
S000244,U02813,R0338,2025-12-29 02:38:31,Pune,mobile,late_night,False,Monday
S000245,U04525,R0368,2025-12-02 14:52:31,Mumbai,mobile,lunch,False,Tuesday
S000246,U01313,R0167,2025-12-14 18:30:31,Mumbai,mobile,dinner,True,Sunday
S000247,U04147,R0299,2026-02-08 14:16:31,Mumbai,mobile,lunch,True,Sunday
S000248,U01553,R0157,2025-12-14 05:26:31,Mumbai,mobile,late_night,True,Sunday
S000249,U00592,R0322,2026-01-29 19:16:31,Chennai,mobile,dinner,False,Thursday
S000250,U02138,R0409,2025-12-31 16:11:31,Mumbai,mobile,snack,False,Wednesday
S000251,U03756,R0652,2026-01-05 15:27:31,Mumbai,mobile,snack,False,Monday
S000252,U03742,R0556,2026-01-10 18:28:31,Kolkata,mobile,dinner,True,Saturday
S000253,U04595,R0764,2026-01-20 09:15:31,Delhi,mobile,breakfast,False,Tuesday
S000254,U00201,R0218,2026-01-10 14:52:31,Bangalore,web,lunch,True,Saturday
S000255,U02199,R0132,2025-12-05 02:05:31,Bangalore,mobile,late_night,False,Friday
S000256,U04597,R0724,2026-01-13 12:43:31,Kolkata,mobile,lunch,False,Tuesday
S000257,U02256,R0329,2025-12-19 15:24:31,Delhi,mobile,snack,False,Friday
S000258,U03187,R0215,2026-01-03 15:00:31,Bangalore,mobile,snack,True,Saturday
S000259,U04035,R0228,2026-01-24 08:19:31,Mumbai,mobile,breakfast,True,Saturday
S000260,U04862,R0681,2026-01-01 14:46:31,Kolkata,mobile,lunch,False,Thursday
S000261,U03766,R0169,2026-01-25 12:16:31,Delhi,tablet,lunch,True,Sunday
S000262,U04081,R0710,2026-02-17 15:49:31,Delhi,mobile,snack,False,Tuesday
S000263,U01320,R0470,2026-01-16 15:58:31,Bangalore,web,snack,False,Friday
S000264,U00059,R0552,2026-02-24 04:53:31,Pune,mobile,late_night,False,Tuesday
S000265,U03727,R0209,2025-12-02 22:22:31,Pune,tablet,late_night,False,Tuesday
S000266,U01165,R0144,2025-12-10 16:37:31,Bangalore,tablet,snack,False,Wednesday
S000267,U04504,R0745,2026-01-18 19:18:31,Delhi,mobile,dinner,True,Sunday
S000268,U03355,R0398,2026-02-23 14:56:31,Bangalore,mobile,lunch,False,Monday
S000269,U04808,R0182,2025-12-05 13:31:31,Delhi,web,lunch,False,Friday
S000270,U04025,R0397,2026-01-07 14:19:31,Mumbai,mobile,lunch,False,Wednesday
S000271,U00159,R0118,2025-11-28 07:09:31,Hyderabad,mobile,breakfast,False,Friday
S000272,U03322,R0314,2026-02-26 10:20:31,Chennai,mobile,breakfast,False,Thursday
S000273,U04656,R0746,2026-02-05 06:40:31,Pune,web,breakfast,False,Thursday
S000274,U01453,R0431,2026-02-03 21:54:31,Bangalore,mobile,dinner,False,Tuesday
S000275,U04634,R0019,2026-01-14 13:33:31,Bangalore,mobile,lunch,False,Wednesday
S000276,U04390,R0379,2025-12-26 12:09:31,Mumbai,mobile,lunch,False,Friday
S000277,U04185,R0454,2026-01-05 18:23:31,Bangalore,web,dinner,False,Monday
S000278,U02672,R0263,2026-01-26 15:02:31,Hyderabad,mobile,snack,False,Monday
S000279,U03475,R0799,2025-12-20 08:40:31,Pune,mobile,breakfast,True,Saturday
S000280,U02879,R0149,2026-01-18 21:00:31,Chennai,mobile,dinner,True,Sunday
S000281,U03604,R0285,2026-01-08 16:53:31,Kolkata,mobile,snack,False,Thursday
S000282,U00876,R0122,2026-02-02 22:42:31,Chennai,mobile,late_night,False,Monday
S000283,U04139,R0176,2026-01-10 14:45:31,Chennai,web,lunch,True,Saturday
S000284,U00899,R0002,2026-01-21 00:29:31,Pune,mobile,late_night,False,Wednesday
S000285,U00515,R0027,2026-01-17 07:44:31,Bangalore,mobile,breakfast,True,Saturday
S000286,U01920,R0723,2025-12-22 07:52:31,Mumbai,mobile,breakfast,False,Monday
S000287,U01984,R0078,2026-02-14 21:35:31,Mumbai,mobile,dinner,True,Saturday
S000288,U04696,R0056,2026-02-11 13:55:31,Chennai,mobile,lunch,False,Wednesday
S000289,U02333,R0545,2026-02-23 19:14:31,Kolkata,mobile,dinner,False,Monday
S000290,U04840,R0557,2025-12-18 18:59:31,Pune,web,dinner,False,Thursday
S000291,U02665,R0047,2026-02-19 12:42:31,Pune,mobile,lunch,False,Thursday
S000292,U04608,R0622,2025-12-15 05:16:31,Hyderabad,web,late_night,False,Monday
S000293,U02066,R0412,2026-02-25 20:08:31,Pune,web,dinner,False,Wednesday
S000294,U03605,R0303,2026-02-11 06:18:31,Bangalore,mobile,breakfast,False,Wednesday
S000295,U04751,R0329,2026-01-30 20:44:31,Delhi,web,dinner,False,Friday
S000296,U02943,R0274,2026-01-05 22:31:31,Delhi,tablet,late_night,False,Monday
S000297,U01176,R0548,2026-01-29 12:26:31,Delhi,mobile,lunch,False,Thursday
S000298,U01460,R0731,2026-01-15 16:54:31,Kolkata,mobile,snack,False,Thursday
S000299,U01009,R0610,2026-02-25 12:20:31,Chennai,mobile,lunch,False,Wednesday
S000300,U04468,R0778,2026-01-26 07:26:31,Chennai,mobile,breakfast,False,Monday
S000301,U01280,R0680,2025-12-30 22:17:31,Kolkata,web,late_night,False,Tuesday
S000302,U03130,R0089,2026-02-05 18:08:31,Mumbai,mobile,dinner,False,Thursday
S000303,U03439,R0372,2026-02-07 23:04:31,Hyderabad,mobile,late_night,True,Saturday
S000304,U00084,R0489,2026-01-02 10:04:31,Bangalore,mobile,breakfast,False,Friday
S000305,U03962,R0418,2025-12-17 17:25:31,Bangalore,mobile,snack,False,Wednesday
S000306,U03884,R0419,2025-12-02 23:47:31,Hyderabad,web,late_night,False,Tuesday
S000307,U01319,R0796,2025-12-20 19:36:31,Mumbai,mobile,dinner,True,Saturday
