cart_event_id,session_id,item_id,action,cart_state,cart_value,cart_size,label,candidate_category,candidate_price,user_id,restaurant_id,timestamp,city,device,meal_time,is_weekend,day_of_week,cart_item_count,cart_has_main,cart_has_side,cart_has_dessert,cart_has_beverage,cart_category_diversity,meal_complete,meal_breakfast,meal_lunch,meal_snack,meal_dinner,meal_late_night,device_mobile,device_web,device_tablet,is_weekend_int,category,price,is_veg,actual_attach_rate,is_main,is_side,is_dessert,is_beverage,price_diff_from_cart_avg,candidate_is_side,candidate_is_dessert,candidate_is_beverage
CE0000056,S000007,I00596,csao_reject,I00588|I00589|I00593|I00592|I00591,572,5,0,beverage,110.0,U02465,R0059,2026-01-27 08:34:31,Kolkata,web,breakfast,False,Tuesday,5,1,1,1,0,3,1,1,0,0,0,0,0,1,0,0,beverage,110,1,0.3333333333333333,0,0,0,1,-4.400000000000006,0,0,1
CE0000057,S000007,I00595,csao_reject,I00588|I00589|I00593|I00592|I00591,572,5,0,beverage,143.0,U02465,R0059,2026-01-27 08:34:31,Kolkata,web,breakfast,False,Tuesday,5,1,1,1,0,3,1,1,0,0,0,0,0,1,0,0,beverage,143,1,0.3076923076923077,0,0,0,1,28.599999999999994,0,0,1
CE0000058,S000007,I00594,csao_reject,I00588|I00589|I00593|I00592|I00591,572,5,0,dessert,198.0,U02465,R0059,2026-01-27 08:34:31,Kolkata,web,breakfast,False,Tuesday,5,1,1,1,0,3,1,1,0,0,0,0,0,1,0,0,dessert,198,1,0.21428571428571427,0,0,1,0,83.6,0,1,0
CE0000061,S000008,I03490,csao_accept,I03483|I03481,242,2,1,beverage,55.0,U01744,R0351,2026-01-17 15:45:31,Chennai,tablet,snack,True,Saturday,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,beverage,55,1,0.42857142857142855,0,0,0,1,-66.0,0,0,1
CE0000063,S000008,I03485,csao_reject,I03483|I03481|I03490,297,3,0,side,88.0,U01744,R0351,2026-01-17 15:45:31,Chennai,tablet,snack,True,Saturday,3,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,side,88,1,0.3333333333333333,0,1,0,0,-11.0,1,0,0
CE0000064,S000008,I03487,csao_accept,I03483|I03481|I03490,297,3,1,dessert,66.0,U01744,R0351,2026-01-17 15:45:31,Chennai,tablet,snack,True,Saturday,3,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,dessert,66,1,0.7142857142857143,0,0,1,0,-33.0,0,1,0
CE0000066,S000008,I03489,csao_reject,I03483|I03481|I03490|I03487,363,4,0,beverage,132.0,U01744,R0351,2026-01-17 15:45:31,Chennai,tablet,snack,True,Saturday,4,1,0,1,1,3,1,0,0,1,0,0,0,0,1,1,beverage,132,1,0.4444444444444444,0,0,0,1,41.25,0,0,1
CE0000068,S000009,I05297,csao_reject,I05294,110,1,0,side,99.0,U03908,R0534,2025-11-30 20:56:31,Chennai,web,dinner,True,Sunday,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,side,99,1,0.3076923076923077,0,1,0,0,-11.0,1,0,0
CE0000069,S000009,I05301,csao_reject,I05294,110,1,0,beverage,132.0,U03908,R0534,2025-11-30 20:56:31,Chennai,web,dinner,True,Sunday,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,beverage,132,1,0.2727272727272727,0,0,0,1,22.0,0,0,1
CE0000070,S000009,I05298,csao_reject,I05294,110,1,0,dessert,110.0,U03908,R0534,2025-11-30 20:56:31,Chennai,web,dinner,True,Sunday,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,dessert,110,1,0.2727272727272727,0,0,1,0,0.0,0,1,0
CE0000071,S000009,I05299,csao_reject,I05294,110,1,0,dessert,66.0,U03908,R0534,2025-11-30 20:56:31,Chennai,web,dinner,True,Sunday,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,dessert,66,1,0.2857142857142857,0,0,1,0,-44.0,0,1,0
CE0000072,S000009,I05296,csao_accept,I05294,110,1,1,side,88.0,U03908,R0534,2025-11-30 20:56:31,Chennai,web,dinner,True,Sunday,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,side,88,1,0.6153846153846154,0,1,0,0,-22.0,1,0,0
CE0000074,S000009,I05300,csao_reject,I05294|I05296,198,2,0,beverage,55.0,U03908,R0534,2025-11-30 20:56:31,Chennai,web,dinner,True,Sunday,2,1,1,0,0,2,0,0,0,0,1,0,0,1,0,1,beverage,55,1,0.46153846153846156,0,0,0,1,-44.0,0,0,1
CE0000076,S000010,I06457,csao_accept,I06453,162,1,1,dessert,62.0,U02722,R0653,2026-01-28 19:27:31,Chennai,mobile,dinner,False,Wednesday,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,dessert,62,1,0.3333333333333333,0,0,1,0,-100.0,0,1,0
CE0000078,S000010,I06456,csao_reject,I06453|I06457,224,2,0,side,25.0,U02722,R0653,2026-01-28 19:27:31,Chennai,mobile,dinner,False,Wednesday,2,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,side,25,1,0.36363636363636365,0,1,0,0,-87.0,1,0,0
CE0000079,S000010,I06458,csao_reject,I06453|I06457,224,2,0,dessert,100.0,U02722,R0653,2026-01-28 19:27:31,Chennai,mobile,dinner,False,Wednesday,2,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,dessert,100,1,0.4444444444444444,0,0,1,0,-12.0,0,1,0
CE0000080,S000010,I06455,csao_reject,I06453|I06457,224,2,0,side,18.0,U02722,R0653,2026-01-28 19:27:31,Chennai,mobile,dinner,False,Wednesday,2,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,side,18,1,0.18181818181818182,0,1,0,0,-94.0,1,0,0
CE0000081,S000010,I06460,csao_accept,I06453|I06457,224,2,1,beverage,75.0,U02722,R0653,2026-01-28 19:27:31,Chennai,mobile,dinner,False,Wednesday,2,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,beverage,75,1,0.4166666666666667,0,0,0,1,-37.0,0,0,1
CE0000083,S000010,I06459,csao_reject,I06453|I06457|I06460,299,3,0,beverage,37.0,U02722,R0653,2026-01-28 19:27:31,Chennai,mobile,dinner,False,Wednesday,3,1,0,1,1,3,1,0,0,0,1,0,1,0,0,0,beverage,37,1,0.25,0,0,0,1,-62.66666666666667,0,0,1
CE0000086,S000011,I07847,csao_accept,I07839|I07838,475,2,1,beverage,50.0,U02296,R0793,2026-01-08 11:37:31,Mumbai,web,lunch,False,Thursday,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,beverage,50,1,0.3,0,0,0,1,-187.5,0,0,1
CE0000088,S000011,I07844,csao_accept,I07839|I07838|I07847,525,3,1,dessert,125.0,U02296,R0793,2026-01-08 11:37:31,Mumbai,web,lunch,False,Thursday,3,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,dessert,125,1,0.5555555555555556,0,0,1,0,-50.0,0,1,0
CE0000090,S000011,I07843,csao_accept,I07839|I07838|I07847|I07844,650,4,1,side,137.0,U02296,R0793,2026-01-08 11:37:31,Mumbai,web,lunch,False,Thursday,4,1,0,1,1,3,1,0,1,0,0,0,0,1,0,0,side,137,1,0.3333333333333333,0,1,0,0,-25.5,1,0,0
CE0000092,S000011,I07841,csao_accept,I07839|I07838|I07847|I07844|I07843,787,5,1,side,150.0,U02296,R0793,2026-01-08 11:37:31,Mumbai,web,lunch,False,Thursday,5,1,1,1,1,4,1,0,1,0,0,0,0,1,0,0,side,150,1,0.7,0,1,0,0,-7.400000000000006,1,0,0
CE0000094,S000011,I07846,csao_accept,I07839|I07838|I07847|I07844|I07843|I07841,937,6,1,beverage,62.0,U02296,R0793,2026-01-08 11:37:31,Mumbai,web,lunch,False,Thursday,6,1,1,1,1,4,1,0,1,0,0,0,0,1,0,0,beverage,62,1,0.5,0,0,0,1,-94.16666666666666,0,0,1
CE0000096,S000011,I07845,csao_accept,I07839|I07838|I07847|I07844|I07843|I07841|I07846,999,7,1,dessert,100.0,U02296,R0793,2026-01-08 11:37:31,Mumbai,web,lunch,False,Thursday,7,1,1,1,1,4,1,0,1,0,0,0,0,1,0,0,dessert,100,1,0.6363636363636364,0,0,1,0,-42.71428571428572,0,1,0
CE0000099,S000012,I02745,csao_accept,I02742,110,1,1,side,88.0,U02162,R0276,2025-12-11 07:16:31,Bangalore,mobile,breakfast,False,Thursday,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,side,88,1,0.5,0,1,0,0,-22.0,1,0,0
CE0000101,S000012,I02749,csao_reject,I02742|I02745,198,2,0,beverage,132.0,U02162,R0276,2025-12-11 07:16:31,Bangalore,mobile,breakfast,False,Thursday,2,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,beverage,132,1,0.4166666666666667,0,0,0,1,33.0,0,0,1
CE0000102,S000012,I02747,csao_reject,I02742|I02745,198,2,0,dessert,66.0,U02162,R0276,2025-12-11 07:16:31,Bangalore,mobile,breakfast,False,Thursday,2,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,dessert,66,1,0.6363636363636364,0,0,1,0,-33.0,0,1,0
CE0000103,S000012,I02746,csao_reject,I02742|I02745,198,2,0,dessert,110.0,U02162,R0276,2025-12-11 07:16:31,Bangalore,mobile,breakfast,False,Thursday,2,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,dessert,110,1,0.23076923076923078,0,0,1,0,11.0,0,1,0
CE0000104,S000012,I02744,csao_reject,I02742|I02745,198,2,0,side,99.0,U02162,R0276,2025-12-11 07:16:31,Bangalore,mobile,breakfast,False,Thursday,2,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,side,99,1,0.45454545454545453,0,1,0,0,0.0,1,0,0
CE0000105,S000012,I02748,csao_reject,I02742|I02745,198,2,0,beverage,55.0,U02162,R0276,2025-12-11 07:16:31,Bangalore,mobile,breakfast,False,Thursday,2,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,beverage,55,1,0.3333333333333333,0,0,0,1,-44.0,0,0,1
CE0000107,S000013,I04655,csao_reject,I04651,171,1,0,side,76.0,U00708,R0468,2025-12-26 18:59:31,Kolkata,mobile,dinner,False,Friday,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,side,76,1,0.5,0,1,0,0,-95.0,1,0,0
CE0000108,S000013,I04659,csao_reject,I04651,171,1,0,beverage,114.0,U00708,R0468,2025-12-26 18:59:31,Kolkata,mobile,dinner,False,Friday,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,beverage,114,1,0.38461538461538464,0,0,0,1,-57.0,0,0,1
CE0000109,S000013,I04658,csao_accept,I04651,171,1,1,dessert,57.0,U00708,R0468,2025-12-26 18:59:31,Kolkata,mobile,dinner,False,Friday,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,dessert,57,1,0.5,0,0,1,0,-114.0,0,1,0
CE0000111,S000013,I04660,csao_reject,I04651|I04658,228,2,0,beverage,47.0,U00708,R0468,2025-12-26 18:59:31,Kolkata,mobile,dinner,False,Friday,2,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,beverage,47,1,0.3333333333333333,0,0,0,1,-67.0,0,0,1
CE0000114,S000014,I06541,csao_reject,I06536|I06533,209,2,0,dessert,66.0,U00945,R0661,2025-12-19 04:57:31,Mumbai,mobile,late_night,False,Friday,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,dessert,66,1,0.375,0,0,1,0,-38.5,0,1,0
CE0000115,S000014,I06537,csao_reject,I06536|I06533,209,2,0,side,44.0,U00945,R0661,2025-12-19 04:57:31,Mumbai,mobile,late_night,False,Friday,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,side,44,1,0.6666666666666666,0,1,0,0,-60.5,1,0,0
CE0000116,S000014,I06538,csao_accept,I06536|I06533,209,2,1,side,33.0,U00945,R0661,2025-12-19 04:57:31,Mumbai,mobile,late_night,False,Friday,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,side,33,1,0.5555555555555556,0,1,0,0,-71.5,1,0,0
CE0000118,S000014,I06540,csao_reject,I06536|I06533|I06538,242,3,0,dessert,55.0,U00945,R0661,2025-12-19 04:57:31,Mumbai,mobile,late_night,False,Friday,3,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,dessert,55,1,0.7,0,0,1,0,-25.66666666666667,0,1,0
CE0000119,S000014,I06543,csao_reject,I06536|I06533|I06538,242,3,0,beverage,44.0,U00945,R0661,2025-12-19 04:57:31,Mumbai,mobile,late_night,False,Friday,3,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,beverage,44,1,0.2222222222222222,0,0,0,1,-36.66666666666667,0,0,1
CE0000120,S000014,I06542,csao_reject,I06536|I06533|I06538,242,3,0,beverage,38.0,U00945,R0661,2025-12-19 04:57:31,Mumbai,mobile,late_night,False,Friday,3,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,beverage,38,1,0.2222222222222222,0,0,0,1,-42.66666666666667,0,0,1
CE0000121,S000014,I06539,csao_reject,I06536|I06533|I06538,242,3,0,side,33.0,U00945,R0661,2025-12-19 04:57:31,Mumbai,mobile,late_night,False,Friday,3,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,side,33,1,0.375,0,1,0,0,-47.66666666666667,1,0,0
CE0000123,S000015,I05655,csao_reject,I05647,176,1,0,beverage,143.0,U03867,R0571,2026-01-13 12:15:31,Pune,mobile,lunch,False,Tuesday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,beverage,143,1,0.45454545454545453,0,0,0,1,-33.0,0,0,1
CE0000124,S000015,I05654,csao_reject,I05647,176,1,0,beverage,110.0,U03867,R0571,2026-01-13 12:15:31,Pune,mobile,lunch,False,Tuesday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,beverage,110,1,0.15384615384615385,0,0,0,1,-66.0,0,0,1
CE0000125,S000015,I05652,csao_reject,I05647,176,1,0,dessert,198.0,U03867,R0571,2026-01-13 12:15:31,Pune,mobile,lunch,False,Tuesday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,dessert,198,1,0.3333333333333333,0,0,1,0,22.0,0,1,0
CE0000126,S000015,I05651,csao_accept,I05647,176,1,1,side,44.0,U03867,R0571,2026-01-13 12:15:31,Pune,mobile,lunch,False,Tuesday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,side,44,1,0.36363636363636365,0,1,0,0,-132.0,1,0,0
CE0000130,S000016,I00079,csao_accept,I00071|I00074,473,2,1,dessert,88.0,U04676,R0008,2026-02-06 06:25:31,Mumbai,mobile,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,dessert,88,1,0.4666666666666667,0,0,1,0,-148.5,0,1,0
CE0000132,S000016,I00075,csao_reject,I00071|I00074|I00079,561,3,0,side,99.0,U04676,R0008,2026-02-06 06:25:31,Mumbai,mobile,breakfast,False,Friday,3,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,side,99,1,0.3076923076923077,0,1,0,0,-88.0,1,0,0
CE0000133,S000016,I00081,csao_accept,I00071|I00074|I00079,561,3,1,beverage,44.0,U04676,R0008,2026-02-06 06:25:31,Mumbai,mobile,breakfast,False,Friday,3,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,beverage,44,1,0.5,0,0,0,1,-143.0,0,0,1
CE0000135,S000016,I00077,csao_reject,I00071|I00074|I00079|I00081,605,4,0,side,132.0,U04676,R0008,2026-02-06 06:25:31,Mumbai,mobile,breakfast,False,Friday,4,1,0,1,1,3,1,1,0,0,0,0,1,0,0,0,side,132,1,0.2,0,1,0,0,-19.25,1,0,0
CE0000138,S000017,I05306,csao_reject,I05305|I05304,385,2,0,side,44.0,U04976,R0535,2025-12-09 16:19:31,Mumbai,mobile,snack,False,Tuesday,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,side,44,1,0.375,0,1,0,0,-148.5,1,0,0
CE0000139,S000017,I05310,csao_accept,I05305|I05304,385,2,1,dessert,55.0,U04976,R0535,2025-12-09 16:19:31,Mumbai,mobile,snack,False,Tuesday,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,dessert,55,1,0.4117647058823529,0,0,1,0,-137.5,0,1,0
CE0000141,S000017,I05311,csao_reject,I05305|I05304|I05310,440,3,0,beverage,38.0,U04976,R0535,2025-12-09 16:19:31,Mumbai,mobile,snack,False,Tuesday,3,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,beverage,38,1,0.45,0,0,0,1,-108.66666666666666,0,0,1
CE0000142,S000017,I05312,csao_reject,I05305|I05304|I05310,440,3,0,beverage,44.0,U04976,R0535,2025-12-09 16:19:31,Mumbai,mobile,snack,False,Tuesday,3,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,beverage,44,1,0.4444444444444444,0,0,0,1,-102.66666666666666,0,0,1
CE0000143,S000017,I05308,csao_accept,I05305|I05304|I05310,440,3,1,side,33.0,U04976,R0535,2025-12-09 16:19:31,Mumbai,mobile,snack,False,Tuesday,3,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,side,33,1,0.5263157894736842,0,1,0,0,-113.66666666666666,1,0,0
CE0000145,S000017,I05309,csao_accept,I05305|I05304|I05310|I05308,473,4,1,dessert,66.0,U04976,R0535,2025-12-09 16:19:31,Mumbai,mobile,snack,False,Tuesday,4,1,1,1,0,3,1,0,0,1,0,0,1,0,0,0,dessert,66,1,0.5263157894736842,0,0,1,0,-52.25,0,1,0
